category,id,player1_name,player1_odds,player2_name,player2_odds,score,surface,timestamp,title,winner
WTA,2009-03-16-Safina D-Peng S,Safina D.,1.13,Peng S.,6.04,2:0,hard,2009-03-16 22:20,WTA Indian Wells 2009,1
ATP,2009-03-16-Melzer J-Dent T,Melzer J.,1.65,Dent T.,2.22,2:0,hard,2009-03-16 23:00,ATP Indian Wells 2009,1
WTA,2009-03-16-Glatch A-Radwanska U,Glatch A.,2.17,Radwanska U.,1.69,0:2,hard,2009-03-16 23:15,WTA Indian Wells 2009,2
WTA,2009-03-17-Dushevina V-Bammer S,Dushevina V.,1.62,Bammer S.,2.3,0:2,hard,2009-03-17 00:30,WTA Indian Wells 2009,2
ATP,2009-03-17-Robredo T-Cilic M,Robredo T.,2.53,Cilic M.,1.54,2:0,hard,2009-03-17 00:40,ATP Indian Wells 2009,1
ATP,2009-03-17-Berdych T-Troicki V,Berdych T.,1.42,Troicki V.,3.0,0:2,hard,2009-03-17 01:15,ATP Indian Wells 2009,2
ATP,2009-03-17-Stepanek R-Querrey S,Stepanek R.,1.52,Querrey S.,2.54,0:2,hard,2009-03-17 01:50,ATP Indian Wells 2009,2
ATP,2009-03-17-Massu N-Safin M,Massu N.,3.64,Safin M.,1.28,0:2,hard,2009-03-17 02:10,ATP Indian Wells 2009,2
ATP,2009-03-17-Koellerer D-Roddick A,Koellerer D.,12.0,Roddick A.,1.03,0:2,hard,2009-03-17 02:10,ATP Indian Wells 2009,2
WTA,2009-03-17-Vesnina E-Azarenka V,Vesnina E.,4.21,Azarenka V.,1.25,0:2,hard,2009-03-17 03:30,WTA Indian Wells 2009,2
WTA,2009-03-17-Mauresmo A-Li N,Mauresmo A.,1.91,Li N.,1.83,0:2,hard,2009-03-17 04:10,WTA Indian Wells 2009,2
WTA,2009-03-17-Radwanska A-Wozniak A,Radwanska A.,1.3,Wozniak A.,3.52,2:0,hard,2009-03-17 18:05,WTA Indian Wells 2009,1
ATP,2009-03-17-Mathieu P-Murray A,Mathieu P.,6.6,Murray A.,1.11,0:2,hard,2009-03-17 18:10,ATP Indian Wells 2009,2
ATP,2009-03-17-Kohlschreiber P-Lapentti N,Kohlschreiber P.,1.22,Lapentti N.,4.07,2:1,hard,2009-03-17 18:15,ATP Indian Wells 2009,1
WTA,2009-03-17-Szavay A-Barrois K,Szavay A.,1.81,Barrois K.,1.93,2:0,hard,2009-03-17 18:15,WTA Indian Wells 2009,1
WTA,2009-03-17-Haynes A-Pennetta F,Haynes A.,5.49,Pennetta F.,1.13,1:2,hard,2009-03-17 19:20,WTA Indian Wells 2009,2
WTA,2009-03-17-Knapp K-Pavlyuchenkova A,Knapp K.,3.88,Pavlyuchenkova A.,1.25,0:2,hard,2009-03-17 19:55,WTA Indian Wells 2009,2
ATP,2009-03-17-Blake J-Gonzalez F,Blake J.,2.19,Gonzalez F.,1.64,0:2,hard,2009-03-17 20:10,ATP Indian Wells 2009,2
WTA,2009-03-17-Llagostera Vives N-Kleybanova A,Llagostera Vives N.,3.76,Kleybanova A.,1.28,2:0,hard,2009-03-17 20:50,WTA Indian Wells 2009,1
ATP,2009-03-17-Gasquet R-Verdasco F,Gasquet R.,2.32,Verdasco F.,1.58,0:2,hard,2009-03-17 21:30,ATP Indian Wells 2009,2
WTA,2009-03-17-Ivanovic A-Dulko G,Ivanovic A.,1.21,Dulko G.,4.33,2:0,hard,2009-03-17 21:35,WTA Indian Wells 2009,1
ATP,2009-03-17-Karlovic I-Federer R,Karlovic I.,6.99,Federer R.,1.09,0:2,hard,2009-03-17 23:00,ATP Indian Wells 2009,2
ATP,2009-03-17-Simon G-Ljubicic I,Simon G.,1.33,Ljubicic I.,3.31,0:2,hard,2009-03-17 23:00,ATP Indian Wells 2009,2
WTA,2009-03-18-Radwanska A-Szavay A,Radwanska A.,1.34,Szavay A.,3.21,2:1,hard,2009-03-18 00:00,WTA Indian Wells 2009,1
ATP,2009-03-18-Querrey S-Wawrinka S,Querrey S.,1.91,Wawrinka S.,1.86,1:2,hard,2009-03-18 00:10,ATP Indian Wells 2009,2
ATP,2009-03-18-Nadal R-Tursunov D,Nadal R.,1.04,Tursunov D.,12.5,2:0,hard,2009-03-18 00:15,ATP Indian Wells 2009,1
WTA,2009-03-18-Bammer S-Hantuchova D,Bammer S.,2.21,Hantuchova D.,1.68,2:0,hard,2009-03-18 02:30,WTA Indian Wells 2009,1
WTA,2009-03-18-Hantuchova D-Cetkovska P,Hantuchova D.,1.45,Cetkovska P.,2.69,2:0,hard,2009-03-18 02:40,WTA Indian Wells 2009,1
WTA,2009-03-18-Ivanovic A-Pennetta F,Ivanovic A.,1.38,Pennetta F.,3.01,2:1,hard,2009-03-18 04:45,WTA Indian Wells 2009,1
ATP,2009-03-18-Andreev I-Tsonga J-W,Andreev I.,4.85,Tsonga J-W.,1.19,2:0,hard,2009-03-18 04:50,ATP Indian Wells 2009,1
WTA,2009-03-18-Wozniacki C-Radwanska U,Wozniacki C.,1.19,Radwanska U.,4.57,2:0,hard,2009-03-18 18:00,WTA Indian Wells 2009,1
WTA,2009-03-18-Zvonareva V-Li N,Zvonareva V.,1.34,Li N.,3.2,2:0,hard,2009-03-18 18:10,WTA Indian Wells 2009,1
WTA,2009-03-18-Zvonareva V-Wozniacki C,Zvonareva V.,1.31,Wozniacki C.,3.39,2:0,hard,2009-03-18 18:10,WTA Indian Wells 2009,1
ATP,2009-03-18-Djokovic N-Haas T,Djokovic N.,1.14,Haas T.,5.69,2:0,hard,2009-03-18 20:10,ATP Indian Wells 2009,1
ATP,2009-03-18-Melzer J-Del Potro J,Melzer J.,4.86,Del Potro J.,1.17,1:2,hard,2009-03-18 20:15,ATP Indian Wells 2009,2
WTA,2009-03-18-Peer S-Azarenka V,Peer S.,3.5,Azarenka V.,1.29,0:2,hard,2009-03-18 20:15,WTA Indian Wells 2009,2
WTA,2009-03-18-Safina D-Craybas J,Safina D.,1.1,Craybas J.,7.3,2:0,hard,2009-03-18 22:15,WTA Indian Wells 2009,1
ATP,2009-03-18-Troicki V-Nalbandian D,Troicki V.,3.31,Nalbandian D.,1.34,0:2,hard,2009-03-18 22:20,ATP Indian Wells 2009,2
ATP,2009-03-18-Isner J-Safin M,Isner J.,2.05,Safin M.,1.73,2:0,hard,2009-03-18 22:35,ATP Indian Wells 2009,1
ATP,2009-03-19-Isner J-Del Potro J,Isner J.,3.23,Del Potro J.,1.35,0:2,hard,2009-03-19 00:50,ATP Indian Wells 2009,2
ATP,2009-03-19-Ferrer D-Roddick A,Ferrer D.,2.81,Roddick A.,1.45,1:2,hard,2009-03-19 01:00,ATP Indian Wells 2009,2
ATP,2009-03-19-Kiefer N-Roddick A,Kiefer N.,6.03,Roddick A.,1.13,0:2,hard,2009-03-19 02:45,ATP Indian Wells 2009,2
ATP,2009-03-19-Ferrer D-Chardy J,Ferrer D.,1.42,Chardy J.,2.88,2:1,hard,2009-03-19 02:50,ATP Indian Wells 2009,1
WTA,2009-03-19-Safina D-Azarenka V,Safina D.,1.61,Azarenka V.,2.31,1:2,hard,2009-03-19 03:35,WTA Indian Wells 2009,2
ATP,2009-03-19-Nadal R-Nalbandian D,Nadal R.,1.16,Nalbandian D.,5.02,2:1,hard,2009-03-19 06:10,ATP Indian Wells 2009,1
WTA,2009-03-19-Radwanska A-Pavlyuchenkova A,Radwanska A.,1.51,Pavlyuchenkova A.,2.47,0:2,hard,2009-03-19 18:05,WTA Indian Wells 2009,2
ATP,2009-03-19-Kohlschreiber P-Verdasco F,Kohlschreiber P.,4.27,Verdasco F.,1.21,1:2,hard,2009-03-19 18:15,ATP Indian Wells 2009,2
ATP,2009-03-19-Gonzalez F-Federer R,Gonzalez F.,6.45,Federer R.,1.11,1:2,hard,2009-03-19 20:10,ATP Indian Wells 2009,2
ATP,2009-03-19-Ljubicic I-Murray A,Ljubicic I.,7.41,Murray A.,1.09,0:2,hard,2009-03-19 20:10,ATP Indian Wells 2009,2
ATP,2009-03-19-Ljubicic I-Andreev I,Ljubicic I.,2.31,Andreev I.,1.57,2:1,hard,2009-03-19 21:30,ATP Indian Wells 2009,1
ATP,2009-03-19-Djokovic N-Wawrinka S,Djokovic N.,1.14,Wawrinka S.,5.71,2:0,hard,2009-03-19 22:25,ATP Indian Wells 2009,1
ATP,2009-03-20-Verdasco F-Federer R,Verdasco F.,3.68,Federer R.,1.29,0:2,hard,2009-03-20 02:40,ATP Indian Wells 2009,2
WTA,2009-03-20-Azarenka V-Zvonareva V,Azarenka V.,2.34,Zvonareva V.,1.57,0:2,hard,2009-03-20 20:10,WTA Indian Wells 2009,2
ATP,2009-03-20-Djokovic N-Roddick A,Djokovic N.,1.63,Roddick A.,2.21,0:2,hard,2009-03-20 22:10,ATP Indian Wells 2009,2
ATP,2009-03-20-Nadal R-Del Potro J,Nadal R.,1.13,Del Potro J.,5.98,2:0,hard,2009-03-20 23:40,ATP Indian Wells 2009,1
WTA,2009-03-21-Ivanovic A-Pavlyuchenkova A,Ivanovic A.,1.32,Pavlyuchenkova A.,3.31,2:0,hard,2009-03-21 02:35,WTA Indian Wells 2009,1
ATP,2009-03-21-Murray A-Federer R,Murray A.,2.09,Federer R.,1.73,2:1,hard,2009-03-21 20:10,ATP Indian Wells 2009,1
ATP,2009-03-21-Nadal R-Roddick A,Nadal R.,1.21,Roddick A.,4.26,2:0,hard,2009-03-21 22:25,ATP Indian Wells 2009,1
WTA,2009-03-22-Zvonareva V-Ivanovic A,Zvonareva V.,1.62,Ivanovic A.,2.24,2:0,hard,2009-03-22 19:10,WTA Indian Wells 2009,1
ATP,2009-03-22-Nadal R-Murray A,Nadal R.,1.64,Murray A.,2.21,2:0,hard,2009-03-22 21:45,ATP Indian Wells 2009,1
WTA,2009-03-27-Wozniacki C-Dokic J,Wozniacki C.,1.26,Dokic J.,3.71,2:1,hard,2009-03-27 20:20,WTA Miami 2009,1
WTA,2009-03-27-Pavlyuchenkova A-Azarenka V,Pavlyuchenkova A.,4.09,Azarenka V.,1.23,0:2,hard,2009-03-27 22:35,WTA Miami 2009,2
WTA,2009-03-27-Ivanovic A-Koryttseva M,Ivanovic A.,1.06,Koryttseva M.,8.98,2:0,hard,2009-03-27 23:10,WTA Miami 2009,1
ATP,2009-03-28-Roddick A-Junqueira D,Roddick A.,1.01,Junqueira D.,20.38,2:0,hard,2009-03-28 00:30,ATP Miami 2009,1
WTA,2009-03-28-Wozniak A-Li N,Wozniak A.,3.57,Li N.,1.28,0:2,hard,2009-03-28 14:10,WTA Miami 2009,2
WTA,2009-03-28-Radwanska A-Tanasugarn T,Radwanska A.,1.18,Tanasugarn T.,4.63,2:1,hard,2009-03-28 14:15,WTA Miami 2009,1
ATP,2009-03-28-Lopez F-Querrey S,Lopez F.,2.37,Querrey S.,1.56,2:1,hard,2009-03-28 14:15,ATP Miami 2009,1
ATP,2009-03-28-Gil F-Karlovic I,Gil F.,2.66,Karlovic I.,1.44,2:0,hard,2009-03-28 14:15,ATP Miami 2009,1
WTA,2009-03-28-Martinez Sanchez M-Kanepi K,Martinez Sanchez M. J.,3.67,Kanepi K.,1.27,1:2,hard,2009-03-28 14:15,WTA Miami 2009,2
ATP,2009-03-28-Becker B-Verdasco F,Becker B.,7.72,Verdasco F.,1.08,0:2,hard,2009-03-28 15:15,ATP Miami 2009,2
ATP,2009-03-28-Troicki V-Nalbandian D,Troicki V.,4.52,Nalbandian D.,1.2,2:0,hard,2009-03-28 15:15,ATP Miami 2009,1
WTA,2009-03-28-Santangelo M-Peng S,Santangelo M.,3.23,Peng S.,1.33,0:2,hard,2009-03-28 15:35,WTA Miami 2009,2
WTA,2009-03-28-Medina Garrigues A-Kudryavtseva A,Medina Garrigues A.,1.29,Kudryavtseva A.,3.63,2:0,hard,2009-03-28 15:40,WTA Miami 2009,1
ATP,2009-03-28-Andreev I-Lu Y,Andreev I.,1.33,Lu Y.H.,3.22,2:0,hard,2009-03-28 16:00,ATP Miami 2009,1
ATP,2009-03-28-Reynolds B-Stepanek R,Reynolds B.,4.65,Stepanek R.,1.17,1:2,hard,2009-03-28 16:30,ATP Miami 2009,2
WTA,2009-03-28-Strycova B-Cornet A,Strycova B.,3.46,Cornet A.,1.3,0:2,hard,2009-03-28 16:35,WTA Miami 2009,2
ATP,2009-03-28-Ferrer D-Isner J,Ferrer D.,1.38,Isner J.,2.97,2:1,hard,2009-03-28 16:45,ATP Miami 2009,1
WTA,2009-03-28-Makarova E-Sugiyama A,Makarova E.,1.74,Sugiyama A.,1.99,2:0,hard,2009-03-28 16:50,WTA Miami 2009,1
WTA,2009-03-28-Williams S-Glatch A,Williams S.,1.01,Glatch A.,18.83,2:0,hard,2009-03-28 17:10,WTA Miami 2009,1
WTA,2009-03-28-Zheng J-Goerges J,Zheng J.,1.23,Goerges J.,4.09,2:0,hard,2009-03-28 17:40,WTA Miami 2009,1
WTA,2009-03-28-Errani S-Groenefeld A,Errani S.,2.17,Groenefeld A.,1.64,0:2,hard,2009-03-28 17:40,WTA Miami 2009,2
ATP,2009-03-28-Melzer J-Tipsarevic J,Melzer J.,1.88,Tipsarevic J.,1.86,0:2,hard,2009-03-28 18:15,ATP Miami 2009,2
WTA,2009-03-28-Petrova N-Krajicek M,Petrova N.,1.35,Krajicek M.,3.23,2:1,hard,2009-03-28 18:35,WTA Miami 2009,1
ATP,2009-03-28-Murray A-Monaco J,Murray A.,1.07,Monaco J.,8.94,2:1,hard,2009-03-28 18:35,ATP Miami 2009,1
ATP,2009-03-28-Seppi A-Wawrinka S,Seppi A.,3.2,Wawrinka S.,1.33,0:2,hard,2009-03-28 18:55,ATP Miami 2009,2
ATP,2009-03-28-Massu N-Fish M,Massu N.,4.96,Fish M.,1.17,2:1,hard,2009-03-28 19:15,ATP Miami 2009,1
WTA,2009-03-28-Lisicki S-Benesova I,Lisicki S.,1.7,Benesova I.,2.12,0:2,hard,2009-03-28 19:40,WTA Miami 2009,2
ATP,2009-03-28-Gonzalez F-Kunitsyn I,Gonzalez F.,1.14,Kunitsyn I.,5.11,2:0,hard,2009-03-28 21:10,ATP Miami 2009,1
WTA,2009-03-28-Peer S-Williams V,Peer S.,8.45,Williams V.,1.07,0:2,hard,2009-03-28 21:15,WTA Miami 2009,2
WTA,2009-03-28-Garbin T-Zvonareva V,Garbin T.,12.16,Zvonareva V.,1.04,0:2,hard,2009-03-28 21:50,WTA Miami 2009,2
ATP,2009-03-28-Simon G-Hewitt L,Simon G.,1.51,Hewitt L.,2.48,2:0,hard,2009-03-28 22:00,ATP Miami 2009,1
ATP,2009-03-28-Delic A-Cilic M,Delic A.,3.56,Cilic M.,1.3,1:2,hard,2009-03-28 22:30,ATP Miami 2009,2
WTA,2009-03-28-Sprem K-Cibulkova D,Sprem K.,2.45,Cibulkova D.,1.57,0:2,hard,2009-03-28 22:40,WTA Miami 2009,2
ATP,2009-03-28-Nieminen J-Schuttler R,Nieminen J.,1.55,Schuttler R.,2.78,1:2,hard,2009-03-28 23:30,ATP Miami 2009,2
ATP,2009-03-29-Nadal R-Gabashvili T,Nadal R.,1.01,Gabashvili T.,22.67,2:0,hard,2009-03-29 01:20,ATP Miami 2009,1
ATP,2009-03-29-Vassallo-Arguello M-Del Potro J,Vassallo-Arguello M.,9.0,Del Potro J.,1.08,0:2,hard,2009-03-29 01:20,ATP Miami 2009,2
WTA,2009-03-29-Jankovic J-Dulko G,Jankovic J.,1.21,Dulko G.,4.5,0:2,hard,2009-03-29 02:00,WTA Miami 2009,2
WTA,2009-03-29-Suarez Navarro C-Dementieva E,Suarez Navarro C.,6.1,Dementieva E.,1.11,0:2,hard,2009-03-29 14:10,WTA Miami 2009,2
WTA,2009-03-29-Chakvetadze A-Azarenka V,Chakvetadze A.,3.84,Azarenka V.,1.23,0:2,hard,2009-03-29 14:15,WTA Miami 2009,2
WTA,2009-03-29-Kuznetsova S-Vaidisova N,Kuznetsova S.,1.58,Vaidisova N.,2.32,2:0,hard,2009-03-29 15:10,WTA Miami 2009,1
WTA,2009-03-29-Kleybanova A-Yakimova A,Kleybanova A.,1.45,Yakimova A.,2.68,2:1,hard,2009-03-29 15:10,WTA Miami 2009,1
ATP,2009-03-29-Roddick A-Tursunov D,Roddick A.,1.1,Tursunov D.,5.94,2:0,hard,2009-03-29 15:10,ATP Miami 2009,1
WTA,2009-03-29-Ivanovic A-Szavay A,Ivanovic A.,1.13,Szavay A.,5.56,1:2,hard,2009-03-29 15:40,WTA Miami 2009,2
WTA,2009-03-29-Stosur S-Safina D,Stosur S.,4.34,Safina D.,1.22,2:0,hard,2009-03-29 16:05,WTA Miami 2009,1
ATP,2009-03-29-Robredo T-Dent T,Robredo T.,1.32,Dent T.,3.19,0:2,hard,2009-03-29 16:45,ATP Miami 2009,2
ATP,2009-03-29-Kiefer N-Federer R,Kiefer N.,10.75,Federer R.,1.04,0:2,hard,2009-03-29 17:55,ATP Miami 2009,2
WTA,2009-03-29-Wozniacki C-Schnyder P,Wozniacki C.,1.39,Schnyder P.,2.97,2:0,hard,2009-03-29 18:10,WTA Miami 2009,1
ATP,2009-03-29-Simon G-Schuttler R,Simon G.,1.15,Schuttler R.,5.5,2:1,hard,2009-03-29 18:15,ATP Miami 2009,1
WTA,2009-03-29-Zheng J-Cornet A,Zheng J.,1.95,Cornet A.,1.84,2:0,hard,2009-03-29 18:30,WTA Miami 2009,1
ATP,2009-03-29-Safin M-Monfils G,Safin M.,3.37,Monfils G.,1.31,1:2,hard,2009-03-29 18:45,ATP Miami 2009,2
WTA,2009-03-29-Groenefeld A-Williams V,Groenefeld A.,8.5,Williams V.,1.05,0:2,hard,2009-03-29 19:30,WTA Miami 2009,2
WTA,2009-03-29-Radwanska A-Kanepi K,Radwanska A.,1.54,Kanepi K.,2.53,2:0,hard,2009-03-29 19:40,WTA Miami 2009,1
WTA,2009-03-29-Li N-Zvonareva V,Li N.,3.91,Zvonareva V.,1.26,2:1,hard,2009-03-29 19:45,WTA Miami 2009,1
WTA,2009-03-29-Dulko G-Benesova I,Dulko G.,1.72,Benesova I.,2.07,0:2,hard,2009-03-29 20:10,WTA Miami 2009,2
WTA,2009-03-29-Pennetta F-Mauresmo A,Pennetta F.,1.76,Mauresmo A.,1.98,1:2,hard,2009-03-29 21:10,WTA Miami 2009,2
ATP,2009-03-29-Kendrick R-Tsonga J-W,Kendrick R.,8.03,Tsonga J-W.,1.1,0:2,hard,2009-03-29 21:55,ATP Miami 2009,2
WTA,2009-03-29-Petrova N-Makarova E,Petrova N.,1.37,Makarova E.,3.15,0:2,hard,2009-03-29 22:00,WTA Miami 2009,2
WTA,2009-03-30-Williams S-Peng S,Williams S.,1.05,Peng S.,9.5,2:0,hard,2009-03-30 00:00,WTA Miami 2009,1
ATP,2009-03-30-Mathieu P-Djokovic N,Mathieu P.,6.33,Djokovic N.,1.15,0:2,hard,2009-03-30 00:10,ATP Miami 2009,2
ATP,2009-03-30-Blake J-Berdych T,Blake J.,1.76,Berdych T.,2.03,1:2,hard,2009-03-30 02:10,ATP Miami 2009,2
WTA,2009-03-30-Kuznetsova S-Kleybanova A,Kuznetsova S.,1.34,Kleybanova A.,3.07,2:0,hard,2009-03-30 15:10,WTA Miami 2009,1
ATP,2009-03-30-Phau B-Troicki V,Phau B.,4.61,Troicki V.,1.2,0:2,hard,2009-03-30 15:10,ATP Miami 2009,2
ATP,2009-03-30-Tipsarevic J-Del Potro J,Tipsarevic J.,4.58,Del Potro J.,1.19,0:2,hard,2009-03-30 15:10,ATP Miami 2009,2
WTA,2009-03-30-Wozniacki C-Dementieva E,Wozniacki C.,3.06,Dementieva E.,1.37,2:0,hard,2009-03-30 15:10,WTA Miami 2009,1
WTA,2009-03-30-Szavay A-Azarenka V,Szavay A.,4.36,Azarenka V.,1.2,0:2,hard,2009-03-30 16:35,WTA Miami 2009,2
ATP,2009-03-30-Nadal R-Gil F,Nadal R.,1.02,Gil F.,11.5,2:0,hard,2009-03-30 17:15,ATP Miami 2009,1
WTA,2009-03-30-Radwanska A-Williams V,Radwanska A.,6.78,Williams V.,1.1,1:2,hard,2009-03-30 17:20,WTA Miami 2009,2
WTA,2009-03-30-Mauresmo A-Stosur S,Mauresmo A.,1.76,Stosur S.,1.98,0:2,hard,2009-03-30 18:00,WTA Miami 2009,2
ATP,2009-03-30-Murray A-Massu N,Murray A.,1.03,Massu N.,11.5,2:0,hard,2009-03-30 19:20,ATP Miami 2009,1
WTA,2009-03-30-Benesova I-Medina Garrigues A,Benesova I.,1.84,Medina Garrigues A.,1.89,2:0,hard,2009-03-30 19:45,WTA Miami 2009,1
ATP,2009-03-30-Ferrer D-Cilic M,Ferrer D.,1.67,Cilic M.,2.16,2:1,hard,2009-03-30 19:45,ATP Miami 2009,1
WTA,2009-03-30-Williams S-Zheng J,Williams S.,1.08,Zheng J.,7.02,2:1,hard,2009-03-30 21:25,WTA Miami 2009,1
ATP,2009-03-30-Andreev I-Wawrinka S,Andreev I.,1.89,Wawrinka S.,1.85,1:2,hard,2009-03-30 22:15,ATP Miami 2009,2
ATP,2009-03-31-Gonzalez F-Stepanek R,Gonzalez F.,1.62,Stepanek R.,2.24,0:2,hard,2009-03-31 00:10,ATP Miami 2009,2
ATP,2009-03-31-Lopez F-Verdasco F,Lopez F.,4.06,Verdasco F.,1.27,1:2,hard,2009-03-31 01:05,ATP Miami 2009,2
WTA,2009-03-31-Makarova E-Li N,Makarova E.,3.83,Li N.,1.26,1:2,hard,2009-03-31 01:55,WTA Miami 2009,2
ATP,2009-03-31-Simon G-Tsonga J-W,Simon G.,2.65,Tsonga J-W.,1.46,1:2,hard,2009-03-31 15:10,ATP Miami 2009,2
ATP,2009-03-31-Berdych T-Djokovic N,Berdych T.,4.41,Djokovic N.,1.21,0:2,hard,2009-03-31 15:10,ATP Miami 2009,2
WTA,2009-03-31-Kuznetsova S-Wozniacki C,Kuznetsova S.,1.78,Wozniacki C.,1.98,2:1,hard,2009-03-31 17:10,WTA Miami 2009,1
ATP,2009-03-31-Murray A-Troicki V,Murray A.,1.06,Troicki V.,8.8,2:0,hard,2009-03-31 17:40,ATP Miami 2009,1
ATP,2009-03-31-Stepanek R-Verdasco F,Stepanek R.,2.65,Verdasco F.,1.44,0:2,hard,2009-03-31 19:00,ATP Miami 2009,2
ATP,2009-03-31-Roddick A-Monfils G,Roddick A.,1.39,Monfils G.,3.06,2:0,hard,2009-03-31 20:20,ATP Miami 2009,1
ATP,2009-03-31-Ferrer D-Del Potro J,Ferrer D.,2.3,Del Potro J.,1.58,0:2,hard,2009-03-31 20:40,ATP Miami 2009,2
ATP,2009-03-31-Dent T-Federer R,Dent T.,13.67,Federer R.,1.01,0:2,hard,2009-03-31 22:10,ATP Miami 2009,2
WTA,2009-04-01-Azarenka V-Stosur S,Azarenka V.,1.27,Stosur S.,3.67,2:0,hard,2009-04-01 00:10,WTA Miami 2009,1
ATP,2009-04-01-Nadal R-Wawrinka S,Nadal R.,1.05,Wawrinka S.,11.0,2:0,hard,2009-04-01 01:35,ATP Miami 2009,1
WTA,2009-04-01-Williams S-Li N,Williams S.,1.16,Li N.,5.02,2:1,hard,2009-04-01 17:10,WTA Miami 2009,1
ATP,2009-04-01-Tsonga J-W-Djokovic N,Tsonga J-W.,2.07,Djokovic N.,1.71,0:2,hard,2009-04-01 19:40,ATP Miami 2009,2
WTA,2009-04-01-Benesova I-Williams V,Benesova I.,8.07,Williams V.,1.09,0:2,hard,2009-04-01 23:10,WTA Miami 2009,2
ATP,2009-04-02-Roddick A-Federer R,Roddick A.,4.43,Federer R.,1.21,1:2,hard,2009-04-02 01:10,ATP Miami 2009,2
WTA,2009-04-02-Kuznetsova S-Azarenka V,Kuznetsova S.,2.57,Azarenka V.,1.48,1:2,hard,2009-04-02 17:10,WTA Miami 2009,2
ATP,2009-04-02-Nadal R-Del Potro J,Nadal R.,1.12,Del Potro J.,6.27,1:2,hard,2009-04-02 20:10,ATP Miami 2009,2
ATP,2009-04-02-Murray A-Verdasco F,Murray A.,1.42,Verdasco F.,2.89,2:0,hard,2009-04-02 23:55,ATP Miami 2009,1
WTA,2009-04-03-Williams S-Williams V,Williams S.,1.78,Williams V.,1.99,2:1,hard,2009-04-03 01:30,WTA Miami 2009,1
ATP,2009-04-03-Djokovic N-Federer R,Djokovic N.,2.92,Federer R.,1.37,2:1,hard,2009-04-03 17:10,ATP Miami 2009,1
ATP,2009-04-03-Del Potro J-Murray A,Del Potro J.,3.45,Murray A.,1.32,1:2,hard,2009-04-03 23:10,ATP Miami 2009,2
WTA,2009-04-04-Williams S-Azarenka V,Williams S.,1.35,Azarenka V.,3.27,0:2,hard,2009-04-04 16:30,WTA Miami 2009,2
ATP,2009-04-05-Murray A-Djokovic N,Murray A.,1.44,Djokovic N.,2.76,2:0,hard,2009-04-05 17:10,ATP Miami 2009,1
ATP,2009-04-13-Benneteau J-Hernandez Perez O,Benneteau J.,1.53,Hernandez Perez O.,2.45,0:2,clay,2009-04-13 08:40,ATP Monte Carlo 2009,2
ATP,2009-04-13-Acasuso J-Granollers M,Acasuso J.,1.37,Granollers M.,3.09,0:2,clay,2009-04-13 10:00,ATP Monte Carlo 2009,2
ATP,2009-04-13-Hanescu V-Martin A,Hanescu V.,1.53,Martin A.,2.44,2:0,clay,2009-04-13 10:10,ATP Monte Carlo 2009,1
ATP,2009-04-13-Seppi A-Melzer J,Seppi A.,1.5,Melzer J.,2.57,2:0,clay,2009-04-13 10:45,ATP Monte Carlo 2009,1
ATP,2009-04-13-Gicquel M-Schwank E,Gicquel M.,1.96,Schwank E.,1.77,2:1,clay,2009-04-13 11:20,ATP Monte Carlo 2009,1
ATP,2009-04-13-Chardy J-Monaco J,Chardy J.,2.91,Monaco J.,1.4,0:2,clay,2009-04-13 12:00,ATP Monte Carlo 2009,2
ATP,2009-04-13-Beck A-Kiefer N,Beck A.,2.2,Kiefer N.,1.63,2:1,clay,2009-04-13 12:45,ATP Monte Carlo 2009,1
ATP,2009-04-13-Vliegen K-Ljubicic I,Vliegen K.,2.57,Ljubicic I.,1.53,1:2,clay,2009-04-13 14:00,ATP Monte Carlo 2009,2
ATP,2009-04-13-Cipolla F-Cilic M,Cipolla F.,2.82,Cilic M.,1.4,0:2,clay,2009-04-13 14:05,ATP Monte Carlo 2009,2
WTA,2009-04-13-De Los Rios R-Gullickson C,De Los Rios R.,1.4,Gullickson C.,2.89,2:0,clay,2009-04-13 15:15,WTA Charleston 2009,1
WTA,2009-04-13-Sevastova A-Domachowska M,Sevastova A.,1.54,Domachowska M.,2.44,2:1,clay,2009-04-13 15:35,WTA Charleston 2009,1
WTA,2009-04-13-Peng S-Pivovarova A,Peng S.,1.37,Pivovarova A.,2.97,2:0,clay,2009-04-13 15:40,WTA Charleston 2009,1
WTA,2009-04-13-Kremer A-Bondarenko A,Kremer A.,7.8,Bondarenko A.,1.07,0:2,clay,2009-04-13 15:55,WTA Charleston 2009,2
WTA,2009-04-13-Rodionova An-Brengle M,Rodionova An.,1.47,Brengle M.,2.62,2:0,clay,2009-04-13 16:00,WTA Charleston 2009,1
ATP,2009-04-13-Lapentti N-Stepanek R,Lapentti N.,3.27,Stepanek R.,1.34,2:1,clay,2009-04-13 16:50,ATP Monte Carlo 2009,1
WTA,2009-04-13-Glatch A-Wienerova L,Glatch A.,1.99,Wienerova L.,1.76,0:2,clay,2009-04-13 16:50,WTA Charleston 2009,2
WTA,2009-04-13-Govortsova O-King V,Govortsova O.,1.5,King V.,2.51,1:2,clay,2009-04-13 17:00,WTA Charleston 2009,2
WTA,2009-04-13-Oudin M-Savchuk O,Oudin M.,1.52,Savchuk O.,2.54,2:0,clay,2009-04-13 18:25,WTA Charleston 2009,1
